Change ID,Impact Level,Change Type,Category Code,Category Name,Substantive,Confidence (%),Change Summary,Old Document Location (Page),Old Document Section,Old Requirement Text,New Document Location (Page),New Document Section,New Requirement Text,Numerical Changes,Obligation Analysis,Impact Explanation
CHG-0346,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: service provider, loses relevant internal skills preventing it from bringing the",,,,14,,"service provider, loses relevant internal skills preventing it from bringing the activity back in-house, or enters into contracts that make speedy exits prohibitively expensive.",,,
CHG-0347,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,14,(vii),(vii) Counterparty Risk - such as where the service provider engages in,,,
CHG-0348,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: inappropriate underwriting or credit assessments.,,,,14,,inappropriate underwriting or credit assessments.,,,
CHG-0349,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,14,(viii),"(viii) Country Risk - where the political, social, or legal climate creates added risk",,,
CHG-0350,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: in the outsourcing arrangement.,,,,14,,in the outsourcing arrangement.,,,
CHG-0351,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (ix),,,,14,(ix),(ix) Contractual Risk - where the bank may not have the ability to enforce the,,,
CHG-0352,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: contract with the service provider.,,,,14,,contract with the service provider.,,,
CHG-0353,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (x)
Concentration and Systemic Risk - where there is a lack of control of a bank",,,,15,,"(x)
Concentration and Systemic Risk - where there is a lack of control of a bank over a service provider, more so when overall banking industry has considerable exposure to one service provider.",,,
CHG-0354,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: E.2 Confidentiality and Security of Information,,,,15,,E.2 Confidentiality and Security of Information,,,
CHG-0355,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 23,,,,15,23,"23. A bank shall seek to ensure the security, preservation, and protection of the",,,
CHG-0356,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 24,,,,15,24,24. Access to customer information by a service provider or its staff shall be on a,,,
CHG-0357,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: 'need to know' basis, i.e., limited to those areas where the information is requ",,,,15,,"'need to know' basis, i.e., limited to those areas where the information is required in order to perform the outsourced function.",,,
CHG-0358,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 25,,,,15,25,25. A bank shall review and monitor the security practices and control processes of its,,,
CHG-0359,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: service providers on a regular basis and require the service provider to disclos,,,,15,,service providers on a regular basis and require the service provider to disclose security breaches.,,,
CHG-0360,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 27,,,,15,27,27. A bank shall ensure that a service provider is able to isolate and clearly identify the,,,
CHG-0361,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: bank's customer information, documents, records, and assets to protect the confi",,,,15,,"bank's customer information, documents, records, and assets to protect the confidentiality of the information.",,,
CHG-0362,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 28,,,,15,28,28. A bank shall immediately notify RBI in the event of breach of security and leakage,,,
CHG-0363,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: of confidential customer related information. In these eventualities, the bank s",,,,15,,"of confidential customer related information. In these eventualities, the bank shall be liable to its customers for any damage.",,,
CHG-0364,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: F. Outsourcing Process,,,,15,,F. Outsourcing Process,,,
CHG-0365,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: F.1 Service Provider Evaluation,,,,15,,F.1 Service Provider Evaluation,,,
CHG-0366,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 29,,,,15,29,29. A bank shall perform appropriate due diligence while considering or renewing an,,,
CHG-0367,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: outsourcing arrangement, to assess the capability of the service provider to com",,,,15,,"outsourcing arrangement, to assess the capability of the service provider to comply with obligations in the outsourcing agreement on an ongoing basis.",,,
CHG-0368,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 30,,,,15,30,30. The due diligence mentioned above shall involve an evaluation of all available,,,
CHG-0369,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: information, as applicable, about the service provider, including but not limite",,,,15,,"information, as applicable, about the service provider, including but not limited to:",,,
CHG-0370,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (i)
qualitative, quantitative, financial, operational, legal, and reputational f",,,,16,,"(i)
qualitative, quantitative, financial, operational, legal, and reputational factors;",,,
CHG-0371,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
risks arising from undue concentration, if outsourcing to a single service ",,,,16,,"(ii)
risks arising from undue concentration, if outsourcing to a single service provider, or a limited number of service providers;",,,
CHG-0372,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: the proposed activity over the contracted period;,,,,16,,the proposed activity over the contracted period;,,,
CHG-0373,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,16,(iv),"(iv) financial soundness, and ability to service commitments even under adverse",,,
CHG-0374,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: conditions;,,,,16,,conditions;,,,
CHG-0375,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
business reputation and culture, compliance, complaints, and outstanding or ",,,,16,,"(v)
business reputation and culture, compliance, complaints, and outstanding or potential litigation;",,,
CHG-0376,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,16,(vi),(vi) quality of due diligence exercised by the service provider of its employees,,,
CHG-0377,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: and sub-contractors;,,,,16,,and sub-contractors;,,,
CHG-0378,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,16,(vii),"(vii) security and internal control, audit coverage, reporting, and monitoring",,,
CHG-0379,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: procedures, and business continuity management; and",,,,16,,"procedures, and business continuity management; and",,,
CHG-0380,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,16,(viii),"(viii) external factors like political, economic, social, and legal environment of the",,,
CHG-0381,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 31,,,,16,31,"31. Where possible, a bank shall obtain independent reviews and market feedback on",,,
CHG-0382,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: the service provider to supplement the findings of its own due diligence.,,,,16,,the service provider to supplement the findings of its own due diligence.,,,
CHG-0383,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 32,,,,16,32,32. A bank shall also evaluate whether the systems of its service provider are,,,
CHG-0384,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: compatible with those of the bank, and the acceptability of their standards of p",,,,16,,"compatible with those of the bank, and the acceptability of their standards of performance including in the area of customer service.",,,
CHG-0385,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: F.2 Outsourcing Agreement,,,,16,,F.2 Outsourcing Agreement,,,
CHG-0386,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 33,,,,16,33,33. A bank shall ensure that the terms and conditions governing the outsourcing,,,
CHG-0387,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (ii)
bank's access to all books, records, and information relevant to the outsou",,,,17,,"(ii)
bank's access to all books, records, and information relevant to the outsourced activity available with the service provider;",,,
CHG-0388,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iii),,,,17,(iii),"(iii) regular and continuous monitoring, and assessment by the bank of the",,,
CHG-0389,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (iv),,,,17,(iv),(iv) prior approval or consent by the bank for the use of subcontractors by the,,,
CHG-0390,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: service provider for all, or part of an outsourced activity as set out in paragr",,,,17,,"service provider for all, or part of an outsourced activity as set out in paragraph 4(2)of these Directions;",,,
CHG-0391,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (v)
controls for maintaining confidentiality of data including of its customers,",,,,17,,"(v)
controls for maintaining confidentiality of data including of its customers, and incorporating service provider's liability in the event of security breach and leakage of such confidential information;",,,
CHG-0392,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vi),,,,17,(vi),(vi) contingency plans to ensure business continuity;,,,
CHG-0393,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (vii),,,,17,(vii),(vii) bank's right to conduct audits on the service provider whether by its internal,,,
CHG-0394,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (viii),,,,17,(viii),"(viii) right of RBI or persons authorised by it to access the bank's documents,",,,
CHG-0395,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: records of transactions, and other necessary information given to, stored or pro",,,,17,,"records of transactions, and other necessary information given to, stored or processed by the service provider within a reasonable time; including in cases where the controlling / Head Offices of foreign banks operating in India outsource the activities related to the Indian operations;",,,
CHG-0396,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: or more of its officers, employees or other authorised persons; including in cas",,,,18,,"or more of its officers, employees or other authorised persons; including in cases where the controlling / Head Offices of foreign banks operating in India outsource the activities related to the Indian operations;",,,
CHG-0397,HIGH,ADDED,C01,Added Requirement,Yes,90,"New content added: (x)
a termination clause and minimum period for executing termination, if deemed",,,,18,,"(x)
a termination clause and minimum period for executing termination, if deemed necessary;",,,
CHG-0398,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xi),,,,18,(xi),(xi) provision that confidentiality of customers' information shall be maintained,,,
CHG-0399,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: even after the contract expires or gets terminated; and,,,,18,,even after the contract expires or gets terminated; and,,,
CHG-0400,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: (xii),,,,18,(xii),(xii) provisions to ensure that the service provider preserves documents and data,,,
CHG-0401,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: in accordance with legal and regulatory obligations of the bank.,,,,18,,in accordance with legal and regulatory obligations of the bank.,,,
CHG-0402,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: 35,,,,18,35,35. A bank shall have in place a management structure to monitor and control its,,,
CHG-0403,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: outsourced activities and shall ensure that outsourcing agreements with its serv,,,,18,,outsourced activities and shall ensure that outsourcing agreements with its service provider contain provisions to address the same.,,,
CHG-0404,MEDIUM,ADDED,C09,Documentation Requirement,Yes,90,New content added: 36,,,,18,36,36. A bank shall maintain a central record of all material outsourcing of financial,,,
CHG-0405,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: services for review by its Board and Senior Management. The records shall be upd,,,,18,,"services for review by its Board and Senior Management. The records shall be updated promptly, and half-yearly reviews shall be placed before the Board.",,,
CHG-0406,HIGH,ADDED,C01,Added Requirement,Yes,90,New content added: assess the adequacy of the risk management practices adopted in overseeing and m,,,,18,,"assess the adequacy of the risk management practices adopted in overseeing and managing the outsourcing arrangement, the bank's compliance with its risk management framework, and the requirements of these Directions.",,,
